CONTAINER ID,NAME,CPU %,MEM USAGE (B),MEM LIMIT (B),MEM %,NETWORK IN (kB),NETWORK OUT (kB),BLOCK IN (kB),BLOCK OUT (kB),PIDS
3c8ef68fae4f,sfe_drone,0.00%,7.926MiB,1.938GiB,0.40%,53.6kB,53.2kB,86kB,217kB,11
4792b602a5f2,sfe_laptop,93.04%,10.75MiB,1.938GiB,0.54%,54kB,52.8kB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,0.00%,7.926MiB,1.938GiB,0.40%,53.6kB,53.2kB,86kB,217kB,11
4792b602a5f2,sfe_laptop,93.04%,10.75MiB,1.938GiB,0.54%,54kB,52.8kB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,84.79%,17.02MiB,1.938GiB,0.86%,58.3kB,58.7kB,86kB,217kB,7
4792b602a5f2,sfe_laptop,99.86%,19.82MiB,1.938GiB,1.00%,59.6kB,57.5kB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,84.79%,17.02MiB,1.938GiB,0.86%,58.3kB,58.7kB,86kB,217kB,7
4792b602a5f2,sfe_laptop,99.86%,19.82MiB,1.938GiB,1.00%,59.6kB,57.5kB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,0.80%,17.02MiB,1.938GiB,0.86%,63.5kB,65.9kB,86kB,217kB,7
4792b602a5f2,sfe_laptop,100.44%,19.82MiB,1.938GiB,1.00%,66.7kB,62.6kB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,0.80%,17.02MiB,1.938GiB,0.86%,63.5kB,65.9kB,86kB,217kB,7
4792b602a5f2,sfe_laptop,100.44%,19.82MiB,1.938GiB,1.00%,66.7kB,62.6kB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,0.79%,17.02MiB,1.938GiB,0.86%,68.7kB,73kB,86kB,217kB,7
4792b602a5f2,sfe_laptop,99.94%,19.82MiB,1.938GiB,1.00%,73.9kB,67.9kB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,0.79%,17.02MiB,1.938GiB,0.86%,68.7kB,73kB,86kB,217kB,7
4792b602a5f2,sfe_laptop,99.94%,19.82MiB,1.938GiB,1.00%,73.9kB,67.9kB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,86.11%,31.27MiB,1.938GiB,1.58%,127kB,131kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,87.20%,34.23MiB,1.938GiB,1.72%,132kB,126kB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,86.11%,31.27MiB,1.938GiB,1.58%,127kB,131kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,87.20%,34.23MiB,1.938GiB,1.72%,132kB,126kB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,100.14%,31.27MiB,1.938GiB,1.58%,127kB,131kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,0.00%,34.23MiB,1.938GiB,1.72%,132kB,126kB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,100.14%,31.27MiB,1.938GiB,1.58%,127kB,131kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,0.00%,34.23MiB,1.938GiB,1.72%,132kB,126kB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,100.09%,31.27MiB,1.938GiB,1.58%,127kB,131kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,0.00%,34.23MiB,1.938GiB,1.72%,132kB,126kB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,100.09%,31.27MiB,1.938GiB,1.58%,127kB,131kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,0.00%,34.23MiB,1.938GiB,1.72%,132kB,126kB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,106.33%,40.3MiB,1.938GiB,2.03%,180kB,185kB,86kB,217kB,11
4792b602a5f2,sfe_laptop,35.06%,47.73MiB,1.938GiB,2.40%,186kB,179kB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,106.33%,40.3MiB,1.938GiB,2.03%,180kB,185kB,86kB,217kB,11
4792b602a5f2,sfe_laptop,35.06%,47.73MiB,1.938GiB,2.40%,186kB,179kB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,104.25%,41.22MiB,1.938GiB,2.08%,238kB,243kB,86kB,217kB,11
4792b602a5f2,sfe_laptop,61.20%,53.72MiB,1.938GiB,2.71%,243kB,237kB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,104.25%,41.22MiB,1.938GiB,2.08%,238kB,243kB,86kB,217kB,11
4792b602a5f2,sfe_laptop,61.20%,53.72MiB,1.938GiB,2.71%,243kB,237kB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,98.76%,52.17MiB,1.938GiB,2.63%,245kB,250kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,21.60%,64.62MiB,1.938GiB,3.26%,251kB,244kB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,98.76%,52.17MiB,1.938GiB,2.63%,245kB,250kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,21.60%,64.62MiB,1.938GiB,3.26%,251kB,244kB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,106.82%,66.36MiB,1.938GiB,3.34%,304kB,309kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,40.93%,78.72MiB,1.938GiB,3.97%,310kB,303kB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,106.82%,66.36MiB,1.938GiB,3.34%,304kB,309kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,40.93%,78.72MiB,1.938GiB,3.97%,310kB,303kB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,105.85%,71.29MiB,1.938GiB,3.59%,356kB,361kB,86kB,217kB,11
4792b602a5f2,sfe_laptop,41.50%,78.98MiB,1.938GiB,3.98%,362kB,355kB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,105.85%,71.29MiB,1.938GiB,3.59%,356kB,361kB,86kB,217kB,11
4792b602a5f2,sfe_laptop,41.50%,78.98MiB,1.938GiB,3.98%,362kB,355kB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,73.91%,85.32MiB,1.938GiB,4.30%,417kB,422kB,86kB,217kB,11
4792b602a5f2,sfe_laptop,106.12%,88.21MiB,1.938GiB,4.44%,423kB,417kB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,73.91%,85.32MiB,1.938GiB,4.30%,417kB,422kB,86kB,217kB,11
4792b602a5f2,sfe_laptop,106.12%,88.21MiB,1.938GiB,4.44%,423kB,417kB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,100.39%,94.37MiB,1.938GiB,4.75%,420kB,425kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,65.30%,97.22MiB,1.938GiB,4.90%,426kB,419kB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,100.39%,94.37MiB,1.938GiB,4.75%,420kB,425kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,65.30%,97.22MiB,1.938GiB,4.90%,426kB,419kB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,99.85%,94.5MiB,1.938GiB,4.76%,420kB,425kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,0.00%,97.22MiB,1.938GiB,4.90%,426kB,419kB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,99.85%,94.5MiB,1.938GiB,4.76%,420kB,425kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,0.00%,97.22MiB,1.938GiB,4.90%,426kB,419kB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,106.43%,108.4MiB,1.938GiB,5.46%,476kB,481kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,67.18%,111.2MiB,1.938GiB,5.60%,482kB,475kB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,106.43%,108.4MiB,1.938GiB,5.46%,476kB,481kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,67.18%,111.2MiB,1.938GiB,5.60%,482kB,475kB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,8.79%,108.7MiB,1.938GiB,5.48%,482kB,489kB,86kB,217kB,11
4792b602a5f2,sfe_laptop,100.32%,111.6MiB,1.938GiB,5.62%,490kB,481kB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,8.79%,108.7MiB,1.938GiB,5.48%,482kB,489kB,86kB,217kB,11
4792b602a5f2,sfe_laptop,100.32%,111.6MiB,1.938GiB,5.62%,490kB,481kB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,99.66%,117.8MiB,1.938GiB,5.93%,537kB,545kB,86kB,217kB,7
4792b602a5f2,sfe_laptop,106.26%,120.5MiB,1.938GiB,6.07%,546kB,536kB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,99.66%,117.8MiB,1.938GiB,5.93%,537kB,545kB,86kB,217kB,7
4792b602a5f2,sfe_laptop,106.26%,120.5MiB,1.938GiB,6.07%,546kB,536kB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,36.79%,119MiB,1.938GiB,5.99%,595kB,605kB,86kB,217kB,11
4792b602a5f2,sfe_laptop,108.64%,121.5MiB,1.938GiB,6.12%,606kB,595kB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,36.79%,119MiB,1.938GiB,5.99%,595kB,605kB,86kB,217kB,11
4792b602a5f2,sfe_laptop,108.64%,121.5MiB,1.938GiB,6.12%,606kB,595kB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,100.30%,127.1MiB,1.938GiB,6.40%,598kB,607kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,46.42%,129.8MiB,1.938GiB,6.54%,608kB,597kB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,100.30%,127.1MiB,1.938GiB,6.40%,598kB,607kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,46.42%,129.8MiB,1.938GiB,6.54%,608kB,597kB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,106.58%,136.3MiB,1.938GiB,6.87%,657kB,667kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,71.03%,139.3MiB,1.938GiB,7.02%,667kB,656kB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,106.58%,136.3MiB,1.938GiB,6.87%,657kB,667kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,71.03%,139.3MiB,1.938GiB,7.02%,667kB,656kB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,106.17%,145.6MiB,1.938GiB,7.33%,713kB,723kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,54.43%,148.5MiB,1.938GiB,7.48%,724kB,712kB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,106.17%,145.6MiB,1.938GiB,7.33%,713kB,723kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,54.43%,148.5MiB,1.938GiB,7.48%,724kB,712kB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,99.94%,145.6MiB,1.938GiB,7.33%,713kB,723kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,6.45%,148.5MiB,1.938GiB,7.48%,724kB,712kB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,99.94%,145.6MiB,1.938GiB,7.33%,713kB,723kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,6.45%,148.5MiB,1.938GiB,7.48%,724kB,712kB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,102.95%,155MiB,1.938GiB,7.81%,769kB,779kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,81.62%,157.8MiB,1.938GiB,7.95%,780kB,768kB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,102.95%,155MiB,1.938GiB,7.81%,769kB,779kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,81.62%,157.8MiB,1.938GiB,7.95%,780kB,768kB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,52.37%,155.1MiB,1.938GiB,7.82%,824kB,835kB,86kB,217kB,11
4792b602a5f2,sfe_laptop,105.51%,158.1MiB,1.938GiB,7.97%,836kB,823kB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,52.37%,155.1MiB,1.938GiB,7.82%,824kB,835kB,86kB,217kB,11
4792b602a5f2,sfe_laptop,105.51%,158.1MiB,1.938GiB,7.97%,836kB,823kB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,106.26%,173.6MiB,1.938GiB,8.74%,891kB,903kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,88.87%,178.2MiB,1.938GiB,8.98%,904kB,890kB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,106.26%,173.6MiB,1.938GiB,8.74%,891kB,903kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,88.87%,178.2MiB,1.938GiB,8.98%,904kB,890kB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,106.89%,173.9MiB,1.938GiB,8.76%,943kB,955kB,86kB,217kB,11
4792b602a5f2,sfe_laptop,21.32%,178.4MiB,1.938GiB,8.99%,956kB,943kB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,106.89%,173.9MiB,1.938GiB,8.76%,943kB,955kB,86kB,217kB,11
4792b602a5f2,sfe_laptop,21.32%,178.4MiB,1.938GiB,8.99%,956kB,943kB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,99.97%,182.8MiB,1.938GiB,9.21%,951kB,962kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,99.97%,187.5MiB,1.938GiB,9.44%,963kB,950kB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,99.97%,182.8MiB,1.938GiB,9.21%,951kB,962kB,86kB,217kB,5
4792b602a5f2,sfe_laptop,99.97%,187.5MiB,1.938GiB,9.44%,963kB,950kB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,78.57%,192.1MiB,1.938GiB,9.68%,1.01MB,1.02MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,106.43%,196.8MiB,1.938GiB,9.91%,1.02MB,1.01MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,78.57%,192.1MiB,1.938GiB,9.68%,1.01MB,1.02MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,106.43%,196.8MiB,1.938GiB,9.91%,1.02MB,1.01MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,10.67%,192.2MiB,1.938GiB,9.68%,1.02MB,1.03MB,86kB,217kB,7
4792b602a5f2,sfe_laptop,100.19%,196.8MiB,1.938GiB,9.91%,1.03MB,1.02MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,10.67%,192.2MiB,1.938GiB,9.68%,1.02MB,1.03MB,86kB,217kB,7
4792b602a5f2,sfe_laptop,100.19%,196.8MiB,1.938GiB,9.91%,1.03MB,1.02MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,19.94%,192.4MiB,1.938GiB,9.69%,1.07MB,1.09MB,86kB,217kB,11
4792b602a5f2,sfe_laptop,105.42%,197.2MiB,1.938GiB,9.93%,1.09MB,1.07MB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,19.94%,192.4MiB,1.938GiB,9.69%,1.07MB,1.09MB,86kB,217kB,11
4792b602a5f2,sfe_laptop,105.42%,197.2MiB,1.938GiB,9.93%,1.09MB,1.07MB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,86.23%,201.4MiB,1.938GiB,10.15%,1.08MB,1.1MB,86kB,217kB,7
4792b602a5f2,sfe_laptop,100.64%,206MiB,1.938GiB,10.38%,1.1MB,1.08MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,86.23%,201.4MiB,1.938GiB,10.15%,1.08MB,1.1MB,86kB,217kB,7
4792b602a5f2,sfe_laptop,100.64%,206MiB,1.938GiB,10.38%,1.1MB,1.08MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,53.34%,210.7MiB,1.938GiB,10.61%,1.14MB,1.16MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,106.41%,215.3MiB,1.938GiB,10.85%,1.16MB,1.14MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,53.34%,210.7MiB,1.938GiB,10.61%,1.14MB,1.16MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,106.41%,215.3MiB,1.938GiB,10.85%,1.16MB,1.14MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,37.70%,210.7MiB,1.938GiB,10.61%,1.14MB,1.16MB,86kB,217kB,7
4792b602a5f2,sfe_laptop,100.58%,215.3MiB,1.938GiB,10.85%,1.16MB,1.14MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,37.70%,210.7MiB,1.938GiB,10.61%,1.14MB,1.16MB,86kB,217kB,7
4792b602a5f2,sfe_laptop,100.58%,215.3MiB,1.938GiB,10.85%,1.16MB,1.14MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,62.16%,221.9MiB,1.938GiB,11.18%,1.21MB,1.23MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,106.20%,224.6MiB,1.938GiB,11.31%,1.23MB,1.2MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,62.16%,221.9MiB,1.938GiB,11.18%,1.21MB,1.23MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,106.20%,224.6MiB,1.938GiB,11.31%,1.23MB,1.2MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,79.87%,221.9MiB,1.938GiB,11.18%,1.21MB,1.23MB,86kB,217kB,7
4792b602a5f2,sfe_laptop,99.95%,224.7MiB,1.938GiB,11.32%,1.23MB,1.21MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,79.87%,221.9MiB,1.938GiB,11.18%,1.21MB,1.23MB,86kB,217kB,7
4792b602a5f2,sfe_laptop,99.95%,224.7MiB,1.938GiB,11.32%,1.23MB,1.21MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,57.43%,231.2MiB,1.938GiB,11.65%,1.27MB,1.29MB,86kB,217kB,7
4792b602a5f2,sfe_laptop,105.33%,233.9MiB,1.938GiB,11.78%,1.29MB,1.27MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,57.43%,231.2MiB,1.938GiB,11.65%,1.27MB,1.29MB,86kB,217kB,7
4792b602a5f2,sfe_laptop,105.33%,233.9MiB,1.938GiB,11.78%,1.29MB,1.27MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,100.79%,240.7MiB,1.938GiB,12.13%,1.33MB,1.35MB,86kB,217kB,11
4792b602a5f2,sfe_laptop,75.15%,243.4MiB,1.938GiB,12.26%,1.35MB,1.33MB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,100.79%,240.7MiB,1.938GiB,12.13%,1.33MB,1.35MB,86kB,217kB,11
4792b602a5f2,sfe_laptop,75.15%,243.4MiB,1.938GiB,12.26%,1.35MB,1.33MB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,105.14%,249.7MiB,1.938GiB,12.58%,1.38MB,1.4MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,58.94%,252.4MiB,1.938GiB,12.72%,1.41MB,1.38MB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,105.14%,249.7MiB,1.938GiB,12.58%,1.38MB,1.4MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,58.94%,252.4MiB,1.938GiB,12.72%,1.41MB,1.38MB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,105.47%,259MiB,1.938GiB,13.05%,1.44MB,1.46MB,86kB,217kB,7
4792b602a5f2,sfe_laptop,92.79%,261.7MiB,1.938GiB,13.18%,1.46MB,1.44MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,105.47%,259MiB,1.938GiB,13.05%,1.44MB,1.46MB,86kB,217kB,7
4792b602a5f2,sfe_laptop,92.79%,261.7MiB,1.938GiB,13.18%,1.46MB,1.44MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,88.24%,268.2MiB,1.938GiB,13.51%,1.5MB,1.52MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,105.93%,271MiB,1.938GiB,13.65%,1.52MB,1.5MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,88.24%,268.2MiB,1.938GiB,13.51%,1.5MB,1.52MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,105.93%,271MiB,1.938GiB,13.65%,1.52MB,1.5MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,99.63%,268.2MiB,1.938GiB,13.51%,1.5MB,1.52MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,99.90%,271MiB,1.938GiB,13.65%,1.52MB,1.5MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,99.63%,268.2MiB,1.938GiB,13.51%,1.5MB,1.52MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,99.90%,271MiB,1.938GiB,13.65%,1.52MB,1.5MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,104.68%,277.6MiB,1.938GiB,13.99%,1.56MB,1.58MB,86kB,217kB,7
4792b602a5f2,sfe_laptop,84.54%,280.3MiB,1.938GiB,14.12%,1.58MB,1.55MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,104.68%,277.6MiB,1.938GiB,13.99%,1.56MB,1.58MB,86kB,217kB,7
4792b602a5f2,sfe_laptop,84.54%,280.3MiB,1.938GiB,14.12%,1.58MB,1.55MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,77.16%,289.6MiB,1.938GiB,14.59%,1.67MB,1.69MB,86kB,217kB,11
4792b602a5f2,sfe_laptop,115.92%,292.7MiB,1.938GiB,14.75%,1.69MB,1.67MB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,77.16%,289.6MiB,1.938GiB,14.59%,1.67MB,1.69MB,86kB,217kB,11
4792b602a5f2,sfe_laptop,115.92%,292.7MiB,1.938GiB,14.75%,1.69MB,1.67MB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,100.55%,296.3MiB,1.938GiB,14.93%,1.67MB,1.7MB,86kB,217kB,11
4792b602a5f2,sfe_laptop,39.58%,299.1MiB,1.938GiB,15.07%,1.7MB,1.67MB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,100.55%,296.3MiB,1.938GiB,14.93%,1.67MB,1.7MB,86kB,217kB,11
4792b602a5f2,sfe_laptop,39.58%,299.1MiB,1.938GiB,15.07%,1.7MB,1.67MB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,117.54%,314.5MiB,1.938GiB,15.85%,1.79MB,1.81MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,96.37%,317.4MiB,1.938GiB,15.99%,1.82MB,1.79MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,117.54%,314.5MiB,1.938GiB,15.85%,1.79MB,1.81MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,96.37%,317.4MiB,1.938GiB,15.99%,1.82MB,1.79MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,17.95%,314.8MiB,1.938GiB,15.86%,1.8MB,1.82MB,86kB,217kB,11
4792b602a5f2,sfe_laptop,99.90%,317.7MiB,1.938GiB,16.01%,1.82MB,1.79MB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,17.95%,314.8MiB,1.938GiB,15.86%,1.8MB,1.82MB,86kB,217kB,11
4792b602a5f2,sfe_laptop,99.90%,317.7MiB,1.938GiB,16.01%,1.82MB,1.79MB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,77.35%,324.1MiB,1.938GiB,16.33%,1.91MB,1.93MB,86kB,217kB,11
4792b602a5f2,sfe_laptop,111.90%,326.9MiB,1.938GiB,16.47%,1.93MB,1.91MB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,77.35%,324.1MiB,1.938GiB,16.33%,1.91MB,1.93MB,86kB,217kB,11
4792b602a5f2,sfe_laptop,111.90%,326.9MiB,1.938GiB,16.47%,1.93MB,1.91MB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,100.09%,333.1MiB,1.938GiB,16.78%,1.91MB,1.94MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,25.55%,336MiB,1.938GiB,16.93%,1.94MB,1.91MB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,100.09%,333.1MiB,1.938GiB,16.78%,1.91MB,1.94MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,25.55%,336MiB,1.938GiB,16.93%,1.94MB,1.91MB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,100.19%,333.1MiB,1.938GiB,16.78%,1.91MB,1.94MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,0.00%,336MiB,1.938GiB,16.93%,1.94MB,1.91MB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,100.19%,333.1MiB,1.938GiB,16.78%,1.91MB,1.94MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,0.00%,336MiB,1.938GiB,16.93%,1.94MB,1.91MB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,110.31%,342.4MiB,1.938GiB,17.25%,1.97MB,2MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,69.93%,345.2MiB,1.938GiB,17.39%,2MB,1.97MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,110.31%,342.4MiB,1.938GiB,17.25%,1.97MB,2MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,69.93%,345.2MiB,1.938GiB,17.39%,2MB,1.97MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,100.55%,342.4MiB,1.938GiB,17.25%,1.97MB,2MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,35.39%,345.3MiB,1.938GiB,17.39%,2MB,1.97MB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,100.55%,342.4MiB,1.938GiB,17.25%,1.97MB,2MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,35.39%,345.3MiB,1.938GiB,17.39%,2MB,1.97MB,90.1kB,217kB,8
3c8ef68fae4f,sfe_drone,110.43%,351.7MiB,1.938GiB,17.72%,2.03MB,2.06MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,61.55%,354.5MiB,1.938GiB,17.86%,2.06MB,2.03MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,110.43%,351.7MiB,1.938GiB,17.72%,2.03MB,2.06MB,86kB,217kB,5
4792b602a5f2,sfe_laptop,61.55%,354.5MiB,1.938GiB,17.86%,2.06MB,2.03MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,53.31%,352MiB,1.938GiB,17.73%,2.04MB,2.07MB,86kB,217kB,11
4792b602a5f2,sfe_laptop,100.46%,354.8MiB,1.938GiB,17.88%,2.07MB,2.04MB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,53.31%,352MiB,1.938GiB,17.73%,2.04MB,2.07MB,86kB,217kB,11
4792b602a5f2,sfe_laptop,100.46%,354.8MiB,1.938GiB,17.88%,2.07MB,2.04MB,90.1kB,217kB,12
3c8ef68fae4f,sfe_drone,66.48%,361MiB,1.938GiB,18.19%,2.09MB,2.12MB,86kB,217kB,7
4792b602a5f2,sfe_laptop,105.59%,363.8MiB,1.938GiB,18.33%,2.12MB,2.09MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,66.48%,361MiB,1.938GiB,18.19%,2.09MB,2.12MB,86kB,217kB,7
4792b602a5f2,sfe_laptop,105.59%,363.8MiB,1.938GiB,18.33%,2.12MB,2.09MB,90.1kB,217kB,6
3c8ef68fae4f,sfe_drone,32.54%,366MiB,1.938GiB,18.44%,2.15MB,2.18MB,86kB,217kB,11
4792b602a5f2,sfe_laptop,106.98%,368.6MiB,1.938GiB,18.57%,2.18MB,2.15MB,90.1kB,217kB,12
